Group,List,List_subgroup,List_short_name,List_long_name,Sort,MSFD reporting 2012 (Art. 8-9-10),MSFD reporting 2014 (Art. 11),MSFD reporting 2016 (Art. 13-14),MSFD reporting 2018 (Art. 8-9-10),
Feature,E - PressureInput,"D - Substances, litter and energy",PresInputCont,"Input of other substances (e.g. synthetic substances, non-synthetic substances, radionuclides) – diffuse sources, point sources, atmospheric deposition, acute events",5,Contamination by hazardous substances (all),Contamination by hazardous substances (all),,y,
Feature,E - PressureInput,"D - Substances, litter and energy",PresInputCont,"Input of other substances (e.g. synthetic substances, non-synthetic substances, radionuclides) – diffuse sources, point sources, atmospheric deposition, acute events",6,Introduction of non-synthetic substances & compounds,Introduction of non-synthetic substances & compounds,,y,
Feature,E - PressureInput,"D - Substances, litter and energy",PresInputCont,"Input of other substances (e.g. synthetic substances, non-synthetic substances, radionuclides) – diffuse sources, point sources, atmospheric deposition, acute events",7,Introduction of synthetic compounds,Introduction of synthetic compounds,,y,
Feature,E - PressureInput,"D - Substances, litter and energy",PresInputCont,"Input of other substances (e.g. synthetic substances, non-synthetic substances, radionuclides) – diffuse sources, point sources, atmospheric deposition, acute events",8,Introduction of radio-nuclides,Introduction of radio-nuclides,,y,
Feature,E - PressureInput,"D - Substances, litter and energy",PresInputCont,"Input of other substances (e.g. synthetic substances, non-synthetic substances, radionuclides) – diffuse sources, point sources, atmospheric deposition, acute events",9,Systematic/intentional release of substances,Systematic/intentional release of substances,,y,
Feature,E - PressureInput,"D - Substances, litter and energy",PresInputLitter,"Input of litter (solid waste matter, including micro-sized litter)",10,Marine litter,Marine litter,,y,
Feature,E - PressureInput,"D - Substances, litter and energy",PresInputSound,"Input of anthropogenic sound (impulsive, continuous)",11,Underwater noise,Underwater noise,,y,
Feature,E - PressureInput,"D - Substances, litter and energy",PresInputOthEnergy,"Input of other forms of energy (including electromagnetic fields, light and heat)",12,-,-,,y,
Feature,E - PressureInput,"D - Substances, litter and energy",PresInputWater,Input of water – point sources (e.g. brine),13,-,-,,y,
Feature,F - PressureLevel,B - Physical and hydrological,SoundImpulsive,Impulsive sound in water,1,,,,Y,
Feature,F - PressureLevel,B - Physical and hydrological,SoundContinuous,Continuous low-frequency sound,2,,,,Y,
Feature,F - PressureLevel,C - Chemical,NutrientEnrichment,Nutrient enrichment,3,,,,Y,
Feature,F - PressureLevel,C - Chemical,ContNonUPBTs,Non-UPBT substances,4,,,,Y,
Feature,F - PressureLevel,C - Chemical,ContUPBTs,UPBT substances,5,,,,Y,
Feature,F - PressureLevel,C - Chemical,ContSeafood,Contaminants in seafood,6,,,,Y,
Feature,F - PressureLevel,C - Chemical,AcuPolluEvents,Acute pollution events,7,Y,Y,,y,
Feature,F - PressureLevel,C - Chemical,Litter,Litter [macro],8,,,,Y,
Feature,F - PressureLevel,C - Chemical,LitterMicro,Micro-litter,9,,,,Y,
Feature,F - PressureLevel,C - Chemical,LitterSpp,Litter & micro-litter in species,10,,,,Y,
Feature,F - PressureLevel,C - Chemical,Acidification,Marine acidification,11,Y,Y,,y,
Feature,G - PressureType,A - Hazardous substances,SynthComp,Synthetic compounds,1,Y,,,,
Feature,G - PressureType,A - Hazardous substances,NonSynthSubst,Non-synthetic substances and compounds,2,Y,,,,
Feature,G - PressureType,A - Hazardous substances,RadioNuclides,Radio-nuclides,3,Y,,,,
Feature,G - PressureType,A - Hazardous substances,WorksheetHazsubstanceslist,Worksheet HazSubstancesList contains relevant substances and CAS numbers,4,Y,,,,
Feature,G - PressureType,B - Macro-litter,Plastic,Artificial polymer materials,1,,,,Y,
Feature,G - PressureType,B - Macro-litter,Rubber,Rubber,2,,,,Y,
Feature,G - PressureType,B - Macro-litter,Textile,Cloth/textile,3,,,,Y,
Feature,G - PressureType,B - Macro-litter,Paper,Paper/cardboard,4,,,,Y,
Feature,G - PressureType,B - Macro-litter,Wood,Processed/worked wood,5,,,,Y,
Feature,G - PressureType,B - Macro-litter,Metal,Metal,6,,,,Y,
Feature,G - PressureType,B - Macro-litter,Glass,Glass/ceramics,7,,,,Y,
Feature,G - PressureType,B - Macro-litter,Chemicals,Chemicals,8,,,,Y,
Feature,G - PressureType,B - Macro-litter,FoodWaste,Food waste,9,,,,Y,
Feature,G - PressureType,B - Macro-litter,Undefined,Undefined,10,,,,Y,
Feature,G - PressureType,C - Micro-litter,Plastic,Artificial polymer materials,11,,,,Y,
Feature,G - PressureType,C - Micro-litter,Other,Other materials,12,,,,Y,
Feature,H - Ecosystem service,A - Ecosystem services - all,EcosysServAll,All ecosystem services,1,,,,Y,
Feature,H - Ecosystem service,B - Nutrition - biomass,EcosysServNutrAll,All ecosystem services relevant for nutrition,2,Nutrition,,,Y,
Feature,H - Ecosystem service,B - Nutrition - biomass,EcosysServNutrSeafoodAlgae,"Wild plants, algae and their outputs",3,Nutrition,,,Y,
Feature,H - Ecosystem service,B - Nutrition - biomass,EcosysServNutrSeafoodAnimals,Wild animals and their outputs,4,Nutrition,,,Y,
Feature,H - Ecosystem service,B - Nutrition - biomass,EcosysServNutrAquacAlgae,Plants and algae from in-situ aquaculture,5,Nutrition,,,Y,
Feature,H - Ecosystem service,B - Nutrition - biomass,EcosysServNutrAquacAnimals,Animals from in-situ aquaculture,6,Nutrition,,,Y,
Feature,H - Ecosystem service,C - Materials - biomass,EcosysServMatAll, All ecosystem services relevant for provision of materials,7,Materials,,,Y,
Feature,H - Ecosystem service,C - Materials - biomass,EcosysServMatRaw,"Fibres and other materials from plants, algae and animals for direct use or processing",8,Materials,,,Y,
Feature,H - Ecosystem service,C - Materials - biomass,EcosysServMatAlgaeAnimalsForAquac,"Materials from plants, algae and animals for agricultural use",9,Materials,,,Y,
Feature,H - Ecosystem service,C - Materials - biomass,EcosysServMatGenetic,Genetic materials from all biota,10,Materials,,,Y,
Feature,H - Ecosystem service,D - Energy - Biomass-based energy sources,EcosysServEnerAll,All ecosystem services relevant for provision of energy,11,Energy,,,Y,
Feature,H - Ecosystem service,D - Energy - Biomass-based energy sources,EcosysServEnerPlants,Plant-based resources,12,Energy,,,Y,
Feature,H - Ecosystem service,D - Energy - Biomass-based energy sources,EcosysServEnerAnimals,Animal-based resources,13,Energy,,,Y,
Feature,H - Ecosystem service,"E - Mediation of waste, toxics and other nuisances",EcosysServWasteAll,"All ecosystem services relevant for mediation of waste, toxics and other nuisances",14,Regulation of wastes,,,Y,
Feature,H - Ecosystem service,"F - Mediation of waste, toxics and other nuisances - Mediation by biota",EcosysServWasteTreatment,"Bio-remediation by micro-organisms, algae, plants, and animals",15,Regulation of wastes,,,Y,
Feature,H - Ecosystem service,"F - Mediation of waste, toxics and other nuisances - Mediation by biota",EcosysServWasteRemovalByOrgan,"Filtration/sequestration/storage/accumulation by micro-organisms, algae, plants, and animals",16,Regulation of wastes,,,Y,
Feature,H - Ecosystem service,"F - Mediation of waste, toxics and other nuisances - Mediation by biota",EcosysServWasteRemovalByEcosys,Filtration/sequestration/storage/accumulation by ecosystems,17,Regulation of wastes,,,Y,
Feature,H - Ecosystem service,"F - Mediation of waste, toxics and other nuisances - Mediation by biota",EcosysServWasteSmellVisImpacts,Mediation of smell/visual impacts,18,Regulation of wastes,,,Y,
Feature,H - Ecosystem service,G - Mediation of flows,EcosysServFlowsAll,All ecosystem services relevant for mediation of flows,19,Flow regulation,,,Y,
Feature,H - Ecosystem service,H - Mediation of flows - Mass flows,EcosysServFlowsErosionPrev1,Mass stabilisation and control of erosion rates,20,Flow regulation,,,Y,
Feature,H - Ecosystem service,H - Mediation of flows - Mass flows,EcosysServFlowsErosionPrev2,Buffering and attenuation of mass flows,21,Flow regulation,,,Y,
Feature,H - Ecosystem service,I - Mediation of flows - Liquid flows,EcosysServFlowsFloodProt,Flood protection,22,Flow regulation,,,Y,
Feature,H - Ecosystem service,J - Mediation of flows - Gaseous / air flows,EcosysServFlowsOxygenProd,Ventilation and transpiration,23,Flow regulation,,,Y,
Feature,H - Ecosystem service,"K - Maintenance of physical, chemical, biological conditions",EcosysServMainCondAll,"All ecosystem services relevant for maintenance of physical, chemical and biological conditions",24,Regulation of physical environment,,,Y,
Feature,H - Ecosystem service,"L - Maintenance of physical, chemical, biological conditions - Lifecycle maintenance, habitat and gene pool protection",EcosysServMainCondPolli,Pollination and seed dispersal,25,Regulation of biotic environment,,,Y,
Feature,H - Ecosystem service,"L - Maintenance of physical, chemical, biological conditions - Lifecycle maintenance, habitat and gene pool protection",EcosysServMainCondNurs,Maintaining Nursery Populations and Habitats ,26,Regulation of biotic environment,,,Y,
Feature,H - Ecosystem service,"L - Maintenance of physical, chemical, biological conditions - Lifecycle maintenance, habitat and gene pool protection",EcosysServMainCondGene,Gene pool protection,27,Regulation of biotic environment,,,Y,
Feature,H - Ecosystem service,"M - Maintenance of physical, chemical, biological conditions - Pest and disease control",EcosysServMainCondPest,Pest control,28,Regulation of biotic environment,,,Y,
Feature,H - Ecosystem service,"M - Maintenance of physical, chemical, biological conditions - Pest and disease control",EcosysServMainCondDis,Disease control,29,Regulation of biotic environment,,,Y,
Feature,H - Ecosystem service,"N - Maintenance of physical, chemical, biological conditions - Soil formation and composition",EcosysServMainCondDeco,Decomposition and fixing processes,30,Regulation of biotic environment,,,Y,
Feature,H - Ecosystem service,"O - Maintenance of physical, chemical, biological conditions - Water conditions",EcosysServMainCondChem,Chemical condition of salt waters,31,,,,Y,
Feature,H - Ecosystem service,"P - Maintenance of physical, chemical, biological conditions - Atmospheric composition and climate regulation",EcosysServMainCondClim,Global climate regulation by reduction of greenhouse gas concentrations,32,,,,Y,
Feature,H - Ecosystem service,Q - Underpinning and/or enhancing physical and intellectual interactions,EcosysServInteracPhyAll,All ecosystem services underpinning physical and intellectual interactions,33,,,,Y,
Feature,H - Ecosystem service,R - Underpinning and/or enhancing physical and intellectual interactions - Physical and experiential interactions,EcosysServInteracPhyRecreat1,"Experiential use of plants, animals and land-/seascapes in different environmental settings",34,,,,Y,
Feature,H - Ecosystem service,R - Underpinning and/or enhancing physical and intellectual interactions - Physical and experiential interactions,EcosysServInteracPhyRecreat2,Physical use of land-/seascapes in different environmental settings ,35,,,,Y,
Feature,H - Ecosystem service,S - Underpinning and/or enhancing physical and intellectual interactions - Intellectual and representative interactions,EcosysServInteracPhyScientif,Scientific,36,Intellectual and experimental,,,Y,
Feature,H - Ecosystem service,S - Underpinning and/or enhancing physical and intellectual interactions - Intellectual and representative interactions,EcosysServInteracPhyEducat,Educational,37,Intellectual and experimental,,,Y,
Feature,H - Ecosystem service,S - Underpinning and/or enhancing physical and intellectual interactions - Intellectual and representative interactions,EcosysServInteracPhyCultur,"Heritage, cultural",38,Intellectual and experimental,,,Y,
Feature,H - Ecosystem service,S - Underpinning and/or enhancing physical and intellectual interactions - Intellectual and representative interactions,EcosysServInteracPhyEntert,Entertainment,39,Intellectual and experimental,,,Y,
Feature,H - Ecosystem service,S - Underpinning and/or enhancing physical and intellectual interactions - Intellectual and representative interactions,EcosysServInteracPhyAesthe,Aesthetic,40,Intellectual and experimental,,,Y,
Feature,H - Ecosystem service,"T - Underpinning and/or enhancing spiritual, symbolic and other interactions",EcosysServInteracSpiAll,"All ecosystem services underpinning spiritual, symbolic and other interactions",41,Symbolic,,,Y,
Feature,H - Ecosystem service,"U - Underpinning and/or enhancing spiritual, symbolic and other interactions - Spiritual and/or emblematic ",EcosysServInteracSpiSymb,Symbolic,42,Symbolic,,,Y,
Feature,H - Ecosystem service,"U - Underpinning and/or enhancing spiritual, symbolic and other interactions - Spiritual and/or emblematic ",EcosysServInteracSpiRelig,Sacred and/or religious,43,Symbolic,,,Y,
Feature,H - Ecosystem service,"V - Underpinning and/or enhancing spiritual, symbolic and other interactions - Other cultural outputs",EcosysServInteracSpiExis,Existence,44,Symbolic,,,Y,
Feature,H - Ecosystem service,"V - Underpinning and/or enhancing spiritual, symbolic and other interactions - Other cultural outputs",EcosysServInteracSpiBequ,Bequest,45,Symbolic,,,Y,
Feature,H - Use/activity,A - Uses and activities,ActivAll,Uses and activities - all,1,y,y,,y,
Feature,H - Use/activity,A - Uses and activities,ActivOther,Uses and activities - other,2,Other marine uses and activities,Other marine uses and activities,,y,
Feature,H - Use/activity,A - Uses and activities,,MS-defined features,3,Theme (ESA),,,,
Feature,H - Use/activity,A - Uses and activities,,"Type of activity (within broad category of, e.g. fisheries, tourism/recreation)",4,,Y,,,
Feature,H - Use/activity,"B - Physical restructuring of rivers, coastline or seabed (water management)",ActivRestrucAll,"All activities related to physical restructuring of rivers, coastline or seabed",1,,,,Y,
Feature,H - Use/activity,"B - Physical restructuring of rivers, coastline or seabed (water management)",ActivRestrucLandClaim,Land claim,2,"Land claim, coastal defence","Land claim, coastal defence",,y,
Feature,H - Use/activity,"B - Physical restructuring of rivers, coastline or seabed (water management)",ActivRestrucCanalisation,Canalisation and other watercourse modifications,3,-,-,,y,
Feature,H - Use/activity,"B - Physical restructuring of rivers, coastline or seabed (water management)",ActivRestrucCoastalDef,Coastal defence and flood protection,4,"Land claim, coastal defence","Land claim, coastal defence",,y,
Feature,H - Use/activity,"B - Physical restructuring of rivers, coastline or seabed (water management)",ActiveRestrucOffshStruc,Offshore structures (other than for oil/gas/renewables),5,Placement & operation of offshore structures (other than for energy production),Placement & operation of offshore structures (other than for energy production),,y,
Feature,H - Use/activity,"B - Physical restructuring of rivers, coastline or seabed (water management)",ActivRestrucSeabedMorph,"Restructuring of seabed morphology, including dredging and depositing of materials",6,Dredging,Dredging,,y,
Feature,H - Use/activity,"B - Physical restructuring of rivers, coastline or seabed (water management)",ActivRestrucSeabedMorph,"Restructuring of seabed morphology, including dredging and depositing of materials",7,Solid waste disposal incl. dredge material,Solid waste disposal incl. dredge material,,y,
Feature,H - Use/activity,C - Extraction of non-living resources,ActivExtrNonLivingAll,All activities related to extraction of non-living resources,1,,,,Y,
Feature,H - Use/activity,C - Extraction of non-living resources,ActivExtrNonLivingWater,Extraction of water,1,Desalination/water abstraction,Desalination/water abstraction,,y,
Feature,H - Use/activity,C - Extraction of non-living resources,ActivExtrNonLivingMinerals,"Extraction of minerals (rock, metal ores, gravel, sand, shell)",2,"Marine mining (sand, gravel, rock)","Marine mining (sand, gravel, rock)",,y,
Feature,H - Use/activity,C - Extraction of non-living resources,ActivExtrNonLivingOilGas,"Extraction of oil and gas, including infrastructure",3,Marine hydrocarbon extraction (oil & gas),Marine hydrocarbon extraction (oil & gas),,y,
Feature,H - Use/activity,C - Extraction of non-living resources,ActivExtrNonLivingSalt,Extraction of salt,4,-,-,,y,
Feature,H - Use/activity,D - Production of energy,ActivProdEnerAll,All activities related to production of energy,2,,,,Y,
Feature,H - Use/activity,D - Production of energy,ActivProdEnerRenew,"Renewable energy generation (wind, wave and tidal power), including infrastructure",3,"Marine-based renewable energy generation (wind, wave & tidal power)","Marine-based renewable energy generation (wind, wave & tidal power)",,y,
Feature,H - Use/activity,D - Production of energy,ActivProdEnerNonRenew,Non-renewable energy generation,4,-,-,,y,
Feature,H - Use/activity,D - Production of energy,ActivProdEnerCables,Transmission of electricity and communications (cables),5,Submarine cable & pipeline operations,Submarine cable & pipeline operations,,y,
Feature,H - Use/activity,E - Extraction of living resources,ActivExtrLivingAll,All activities related to extraction of living resources,1,,,,Y,
Feature,H - Use/activity,E - Extraction of living resources,ActivExtrLivingFishHarv,"Fish and shellfish harvesting (professional, recreational)",2,Fisheries incl. recreational fishing (fish & shellfish),Fisheries incl. recreational fishing (fish & shellfish),,y,
Feature,H - Use/activity,E - Extraction of living resources,ActivExtrLivingFishProcess,Fish and shellfish processing,3,-,-,,y,
Feature,H - Use/activity,E - Extraction of living resources,ActivExtrLivingPlantHarv,Marine plant harvesting,4,Seaweed and other sea-based food harvesting,Seaweed and other sea-based food harvesting,,y,
Feature,H - Use/activity,E - Extraction of living resources,,Extraction of genetic resources/bioprospecting/maerl,5,Y,Y,,,
Feature,H - Use/activity,E - Extraction of living resources,ActivExtrLivingHunt,Hunting and collecting for other purposes,6,-,-,,y,
Feature,H - Use/activity,F - Cultivation of living resources,ActivCultivAll,All activities related to cultivation of living resources,1,,,,Y,
Feature,H - Use/activity,F - Cultivation of living resources,ActivCultivAquaculMarine,"Aquaculture – marine, including infrastructure",2,Aquaculture (fin-fish & shellfish),Aquaculture (fin-fish & shellfish),,y,
Feature,H - Use/activity,F - Cultivation of living resources,ActivCultivAquaculFreshwa,Aquaculture – freshwater,3,-,-,,y,
Feature,H - Use/activity,F - Cultivation of living resources,ActivCultivAgri,Agriculture,4,"Agriculture & forestry (run-off,  emissions)","Agriculture & forestry (run-off,  emissions)",,y,
Feature,H - Use/activity,F - Cultivation of living resources,ActivCultivFores,Forestry,5,"Agriculture & forestry (run-off,  emissions)","Agriculture & forestry (run-off,  emissions)",,y,
Feature,H - Use/activity,G - Transport,ActivTranspAll,All activities related to transport,1,,,,Y,
Feature,H - Use/activity,G - Transport,ActivTranspInfras,Transport infrastructure,2,Port operations,Port operations,,y,
Feature,H - Use/activity,G - Transport,ActivTranspShip,Transport – shipping,3,Shipping,Shipping,,y,
Feature,H - Use/activity,G - Transport,ActivTranspAir,Transport – air,4,-,-,,y,
Feature,H - Use/activity,G - Transport,ActivTranspLand,Transport – land,5,-,-,,y,
Feature,H - Use/activity,H - Urban and industrial uses,ActivUrbIndAll,All urban and industrial uses,1,,,,Y,
Feature,H - Use/activity,H - Urban and industrial uses,ActivUrbIndUrban,Urban uses,2,-,-,,y,
Feature,H - Use/activity,H - Urban and industrial uses,ActivUrbIndIndustrial,Industrial uses,3,"Industry (discharges, emissions)","Industry (discharges, emissions)",,y,
Feature,H - Use/activity,H - Urban and industrial uses,ActivUrbIndWaste,Waste treatment and disposal,4,Urban (municipal waste water discharge),Urban (municipal waste water discharge),,y,
Feature,H - Use/activity,H - Urban and industrial uses,,,5,Storage of gases,Storage of gases,,y,
Feature,H - Use/activity,I - Tourism and leisure,ActivTourismAll,All activities related to tourism and leisure,1,,,,Y,
Feature,H - Use/activity,I - Tourism and leisure,ActiveTourismInfras,Tourism and leisure infrastructure,2,-,-,,y,
Feature,H - Use/activity,I - Tourism and leisure,ActiveTourismActiv,Tourism and leisure activities,3,Tourism & recreation incl. yachting,Tourism & recreation incl. yachting,,y,
Feature,H - Use/activity,J - Security/defence,ActivMilitary,Military operations (subject to Article 2(2)),1,Defence operations,Defence operations,,y,
Feature,H - Use/activity,J - Security/defence,,Dumping of munitions,2,Y,Y,,,
Feature,H - Use/activity,K - Education and research,ActivResearch,"Research, survey and educational activities",1,"Marine research, survey & educational activities","Marine research, survey & educational activities",,y,
Feature,H - Use/activity,L - Extraction of species type,Fishing-<12mAll,Fishing - vessels <12m - passive & mobile gears,1,Y,,,,
Feature,H - Use/activity,L - Extraction of species type,Fishing->12mPassive,Fishing - vessels >12m - passive gears,2,Y,,,,
Feature,H - Use/activity,L - Extraction of species type,Fishing->12mMobileTrawl,"Fishing - vessels >12m - mobile gears - affecting seabed (i.e. trawls, dredges)",3,Y,,,,
Feature,H - Use/activity,L - Extraction of species type,Fishing->12mMobileOther,Fishing - vessels >12m - mobile gears - other types,4,Y,,,,
Feature,H - Use/activity,L - Extraction of species type,Fishing-recreation,Fishing - recreational,5,Y,,,,
Feature,H - Use/activity,L - Extraction of species type,Fishing-other,Fishing - other (specify in Description field),6,Y,,,,
Feature,H - Use/activity,L - Extraction of species type,ShellfishCollection,Shellfish collection,7,Y,,,,
Feature,H - Use/activity,L - Extraction of species type,SeaweedHarvesting,Seaweed harvesting,8,Y,,,,
Feature,H - Use/activity,L - Extraction of species type,MaerlExtract,Maerl extraction,9,Y,,,,
Feature,H - Use/activity,L - Extraction of species type,SppExtract-other,Other types of extraction (specify in Description field),10,Y,,,,
Feature,H - Use/activity,M - NIS pathway,Shipping,"Shipping & floating structures (all vessels, buoys, etc.)",1,Y,,,,
Feature,H - Use/activity,M - NIS pathway,Canals,"Canals (channels, drainage cuts to lagoons, marina basins etc.)",2,Y,,,,
Feature,H - Use/activity,M - NIS pathway,Fisheries,Wild fisheries,3,Y,,,,
Feature,H - Use/activity,M - NIS pathway,Culturing,Culture activities,4,Y,,,,
Feature,H - Use/activity,M - NIS pathway,AquariumLiveTrade,Aquarium & live food trade,5,Y,,,,
Feature,H - Use/activity,M - NIS pathway,Leisure,Leisure activities,6,Y,,,,
Feature,H - Use/activity,M - NIS pathway,ResearchEducation,Research & education (including pilot projects),7,Y,,,,
Feature,H - Use/activity,M - NIS pathway,BiolControl,Biological control,8,Y,,,,
Feature,H - Use/activity,M - NIS pathway,AlteredNaturalFlow,Alteration to natural water flow,9,Y,,,,
Feature,H - Use/activity,M - NIS pathway,HabitatManagement,Habitat management,10,Y,,,,
Feature,I - Uses/Activity - NACE,A - Fisheries and aquaculture,0311,Marine fishing,1,,,,Y,
Feature,I - Uses/Activity - NACE,A - Fisheries and aquaculture,0321,Marine aquaculture,2,,,,Y,
Feature,I - Uses/Activity - NACE,A - Fisheries and aquaculture,1020,"Processing and preserving of fish, crustaceans and molluscs",3,,,,Y,
Feature,I - Uses/Activity - NACE,B - Shipping (or maritime transport),5010,Sea and coastal passenger water transport,1,,,,Y,
Feature,I - Uses/Activity - NACE,B - Shipping (or maritime transport),5020,Sea and coastal freight water transport,2,,,,Y,
Feature,I - Uses/Activity - NACE,C - Ports,3011,Building of ships and floating structures,1,,,,Y,
Feature,I - Uses/Activity - NACE,C - Ports,3012,Building of pleasure and sporting boats,2,,,,Y,
Feature,I - Uses/Activity - NACE,C - Ports,3315,Repair and maintenance of ships and boats,3,,,,Y,
Feature,I - Uses/Activity - NACE,C - Ports,4671,"Wholesale of solid, liquid and gaseous fuels and related products",4,,,,Y,
Feature,I - Uses/Activity - NACE,C - Ports,4672,Wholesale of metals and metal ores,5,,,,Y,
Feature,I - Uses/Activity - NACE,C - Ports,4673,"Wholesale of wood, construction materials and sanitary equipment",6,,,,Y,
Feature,I - Uses/Activity - NACE,C - Ports,4674,"Wholesale of hardware, plumbing and heating equipment and supplies",7,,,,Y,
Feature,I - Uses/Activity - NACE,C - Ports,4675,Wholesale of chemical products,8,,,,Y,
Feature,I - Uses/Activity - NACE,C - Ports,4676,Wholesale of other intermediate products,9,,,,Y,
Feature,I - Uses/Activity - NACE,C - Ports,4677,Wholesale of waste and scrap,10,,,,Y,
Feature,I - Uses/Activity - NACE,C - Ports,4211,Construction of roads and motorways,11,,,,Y,
Feature,I - Uses/Activity - NACE,C - Ports,4212,Construction of railways and underground railways,12,,,,Y,
Feature,I - Uses/Activity - NACE,C - Ports,4213,Construction of bridges and tunnels,13,,,,Y,
Feature,I - Uses/Activity - NACE,C - Ports,4221,Construction of utility projects for fluids,14,,,,Y,
Feature,I - Uses/Activity - NACE,C - Ports,4222,Construction of utility projects for electricity and telecommunications,15,,,,Y,
Feature,I - Uses/Activity - NACE,C - Ports,4291,Construction of water projects,16,,,,Y,
Feature,I - Uses/Activity - NACE,C - Ports,4299,Construction of other civil engineering projects n.e.c.,17,,,,Y,
Feature,I - Uses/Activity - NACE,C - Ports,5222,Service activities incidental to water transportation,18,,,,Y,
Feature,I - Uses/Activity - NACE,D - Oil and Gas,0610,Extraction of crude petroleum,1,,,,Y,
Feature,I - Uses/Activity - NACE,D - Oil and Gas,0620,Extraction of natural gas,2,,,,Y,
Feature,I - Uses/Activity - NACE,D - Oil and Gas,0910,Support activities for petroleum and natural gas extraction,3,,,,Y,
Feature,I - Uses/Activity - NACE,"E - Marine mining (sand and gravel, rock)",0811,"Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",1,,,,Y,
Feature,I - Uses/Activity - NACE,"E - Marine mining (sand and gravel, rock)",0812,Operation of gravel and sand pits; mining of clays and kaolin,2,,,,Y,
Feature,I - Uses/Activity - NACE,"E - Marine mining (sand and gravel, rock)",0899,Other mining and quarrying n.e.c.,3,,,,Y,
Feature,I - Uses/Activity - NACE,F - Extraction of non-living resources - Other,0893,Extraction of salt,1,,,,Y,
Feature,I - Uses/Activity - NACE,G - Tourism and recreation incl. yachting,5510,Hotels and similar accommodation,1,,,,Y,
Feature,I - Uses/Activity - NACE,H - Off-shore Wind Energy,0000,Exploitation of offshore wind energy for producing electricity,1,,,,Y,
Feature,I - Uses/Activity - NACE,I - NACE code,MSDefined,MS-defined list,1,Y,,,,
Feature,J - Cost of degradation,Overview,CostDegradationOverview,Cost of degradation overview,,Y,,,,
Feature,J - Cost of degradation,Type,CostEnhancement,Enhancement costs,1,Y,,,Y,
Feature,J - Cost of degradation,Type,CostMitigation,Mitigation cost,2,Y,,,Y,
Feature,J - Cost of degradation,Type,CostOpportunity,Opportunity cost,3,Y,,,Y,
Feature,J - Cost of degradation,Type,CostTransaction,Transaction cost,4,Y,,,Y,
Feature,J - Cost of degradation,Type,CostMonitoring,Monitoring and information costs,5,,,,Y,
Feature,J - Cost of degradation,Type,CostPrevention,Preventing and avoidance costs,6,,,,Y,
Feature,J - Cost of degradation,Type,ResidualImpacts,"Residual impacts, with reference to the current legislative objectives",7,,,,Y,
Feature,J - Cost of degradation,Type,CostOther,Other type of degradation cost (specify in Description field),8,Y,,,,
Feature,List source,Convention,ConventionBarcelona,Barcelona Convention,10,Y,,,,
Feature,List source,Convention,ConventionBucharest,Bucharest Convention,11,Y,,,,
Feature,List source,Convention,ConventionHelsinki,Helsinki Convention,12,Y,,,,
Feature,List source,Convention,ConventionOSPAR,OSPAR Convention,13,Y,,,,
Feature,List source,Convention,ConventionOther,Other international agreement (specify),14,Y,,,,
Feature,List source,EU Directive - MSFD,MSFDArt3_4,MSFD Articles 3 and 4,1,Y,,,,
Feature,List source,EU Directive - MSFD,MSFDArt5_6,MSFD Articles 5 and 6,2,Y,,,,
Feature,List source,EU Directive - MSFD,MSFDAnnexI ,MSFD Annex I ,3,Y,,,,
Feature,List source,EU Directive - MSFD,MSFDAnnexIII2008,MSFD Annex III (2008),4,Y,,,,
Feature,List source,EU Directive - MSFD,MSFDAnnexIII2017,MSFD Annex III (2017),4,,,,Y,
Feature,List source,EU Directive - MSFD,MSFDDecision2010,MSFD Decision 2010,5,Y,,,,
Feature,List source,EU Directive - MSFD,MSFDDecision2017,MSFD Decision 2017,5,,,,Y,
Feature,List source,EU Directive - MSFD,MSFDCSWP,MSFD CSWP 2011,6,Y,,,,
Feature,List source,EU Directive - MSFD,MSFDDIKE,WG DIKE,7,Y,,,,
Feature,List source,"List - contaminants (D8, D9)",WISE,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/view,,,,,ElementCodeSource,
Feature,List source,"List - contaminants (D8, D9)",BODC-SDN ,http://seadatanet.maris2.nl/v_bodc_vocab_v2/search.asp?lib=P01,,,,,ElementCodeSource,
Feature,List source,"List - contaminants (D8, D9)",ICES-Param,http://vocab.ices.dk/?ref=37,,,,,ElementCodeSource,
Feature,List source,List - elements (D5),WISE-B,http://dd.eionet.europa.eu/vocabulary/wise/ObservedPropertyBiologyEQR/view,,,,,ElementCodeSource,
Feature,List source,List - habitats,EUNIS,EUNIS habitat classification (version 2011-11) http://dd.eionet.europa.eu/vocabulary/biodiversity/eunishabitats/view,,Y,,,ElementCodeSource,
Feature,List source,List - habitats,HELCOM-HUB/RedList,HELCOM UnderwaterBiotopes/Red List,,,,,Y,
Feature,List source,List - habitats,HabitatsDirective: habitats,http://dd.eionet.europa.eu/vocabulary/biodiversity/n2000habitats/view ,,Y,,,ElementCodeSource,
Feature,List source,List - habitats,BHT,http://dd.eionet.europa.eu/vocabulary/msfd/broadHabitatTypes/view,,,,,ElementCodeSource,
Feature,List source,List - habitats,OSPARHabitats,http://www.ospar.org/documents?d=32794,,Y,,,ElementCodeSource,
Feature,List source,List - other,Other,Link to other vocabulary or code lists that may be relevant,,,,,ElementCodeSource,
